step,time,energy,energy_ratio,probe_u,exact_probe_u,probe_error
0,0,39.3579422699372,1,0.9963155957982315,1,-0.003684404201768521
1,0.01,39.35791893466796,0.9999994071013906,0.995684324862858,0.9993684118134696,-0.00368408695061162
2,0.02,39.35786132262932,0.9999979433043699,0.9937913114059465,0.997474445061153,-0.003683133655206561
3,0.03,39.35778525074645,0.9999960104827211,0.9906389538780846,0.9943204921571033,-0.003681538279018626
4,0.04,39.35768442412008,0.9999934486966989,0.9862312487279378,0.9899105371001103,-0.003679288372172573
5,0.05,39.35754486896831,0.9999899029027951,0.9805737838469745,0.9842501504412087,-0.003676366594234204
6,0.06,39.35736989237125,0.9999854571267467,0.9736737266645416,0.9773464822470881,-0.003672755582546539
7,0.07000000000000001,39.35717156176857,0.999980417976038,0.9655398127695007,0.9692082530682987,-0.003668440298797981
8,0.08,39.35694950277831,0.9999747759384351,0.9561823412512894,0.959845742923658,-0.00366340167236856
9,0.09,39.35669647329404,0.9999683470077115,0.945613174880377,0.949270778314773,-0.003657603434396028
10,0.1,39.35641547715891,0.9999612075050109,0.9338457326920346,0.9374967172870838,-0.0036509845950492
11,0.11,39.3561148207022,0.999953568476155,0.9208949607264522,0.9245384325562954,-0.003643471829843259
12,0.12,39.35579377458019,0.9999454113901008,0.9067772801315024,0.9104122927215151,-0.003635012590012754
13,0.13,39.3554476035799,0.9999366159353509,0.8915105339068041,0.8951361415888249,-0.003625607682020804
14,0.14,39.3550804511667,0.9999272873883784,0.8751139660661785,0.8787292756314069,-0.003615309565228375
15,0.15,39.35470046992368,0.9999176328886483,0.8576082532457264,0.8612124196146944,-0.003604166368967987
16,0.16,39.3543075777264,0.9999076503495568,0.8390155696274831,0.8426077004173379,-0.003592130789854764
17,0.17,39.35389754349117,0.9998972322684381,0.8193596254499088,0.8229386190810553,-0.003578993631146443
18,0.18,39.35347375552254,0.9998864647347667,0.7986656117432737,0.80223002112467,-0.00356440938139635
19,0.19,39.35304431769922,0.9998755536505342,0.7769600285460263,0.7805080651598401,-0.003548036613813754
20,0.2,39.35261084573159,0.9998645400674394,0.7542704539532552,0.7578001898481167,-0.003529735894861497
21,0.21,39.35217002197487,0.9998533396913198,0.7306253761092784,0.7341350792410761,-0.00350970313179777
22,0.22,39.35172396368676,0.999842006317104,0.7060542045753496,0.7095426265473032,-0.003488421971953537
23,0.23,39.35127980783277,0.9998307212796153,0.6805874835998947,0.684053896371996,-0.003466412772101246
24,0.24,39.35084034703792,0.9998195555334025,0.6542571916806152,0.6577010854768917,-0.003443893796276409
25,0.25,39.35040370800557,0.9998084614820582,0.6270969192517779,0.6305174821100763,-0.003420562858298393
26,0.26,39.34997161040877,0.999797482818747,0.5991417502635027,0.6025374239570578,-0.00339567369355509
27,0.27,39.34954972841952,0.9997867637118801,0.5704278432686708,0.5737962547662115,-0.003368411497540746
28,0.28,39.34914021809902,0.9997763589422991,0.5409919251951925,0.544330279703394,-0.003338354508201524
29,0.29,39.34874184540252,0.999766237155602,0.5108710289669541,0.5141767194921137,-0.00330569052515961
30,0.3,39.34835717914967,0.9997564636199273,0.4801027095680761,0.4833736633971929,-0.003270953829116796
31,0.31,39.3479917013333,0.9997471776208305,0.4487256711156014,0.4519600211113086,-0.003234349995707264
32,0.32,39.34764631883512,0.9997384022002102,0.4167803902062563,0.4199754736051887,-0.003195083398932375
33,0.33,39.34731887261518,0.9997300825015404,0.3843091669695491,0.3874604230035456,-0.003151256033996519
34,0.34,39.34701216800322,0.9997222898021697,0.3513552462526819,0.3544559415500683,-0.003100695297386324
35,0.35,39.34673203869389,0.9997151723236336,0.3179611944062641,0.3210037197259339,-0.003042525319669809
36,0.36,39.34647869297903,0.9997087353581765,0.2841673226210061,0.2871460135873771,-0.002978690966370934
37,0.37,39.34624880519895,0.9997028944079939,0.2500112268304778,0.252925591388838,-0.00291436455836025
38,0.38,39.34604466026281,0.9996977075276753,0.2155291835219904,0.2183856795591142,-0.002856496037123818
39,0.39,39.34587212884024,0.9996933238782106,0.1807592323283811,0.1835699080987564,-0.002810675770375304
40,0.4,39.34573123839261,0.9996897441573332,0.1457446941601046,0.1485222554676833,-0.002777561307578724
41,0.41,39.34561785826147,0.9996868634139661,0.1105362302973819,0.1132869930326298,-0.002750762735247894
42,0.42,39.34553301955339,0.9996847078462918,0.07519083656516881,0.07790862914460231,-0.002717792579433498
43,0.43,39.34548172042145,0.9996834044465462,0.03976744009339205,0.04243185291698182,-0.002664412823589771
44,0.44,39.34546415432045,0.9996829581299966,0.004320516513995096,0.006901477775291397,-0.0025809612612963
45,0.45,39.34547638427925,0.9996832688667399,-0.03110550624201139,-0.02863761515006398,-0.002467891091947415
46,0.46,39.34551814455794,0.999684329904901,-0.06647815805841997,-0.06414053371658097,-0.002337624341838998
47,0.47,39.34559255027715,0.9996862203929427,-0.101773610491853,-0.09956243147635169,-0.002211179015501302
48,0.48,39.34569950707213,0.9996889379332614,-0.1369689534926751,-0.134858564325037,-0.002110389167638144
49,0.49,39.34583581305254,0.9996924011727639,-0.172033145366697,-0.169984347021562,-0.002048798345134994
50,0.5,39.34600053992595,0.9996965865255518,-0.2069206982893777,-0.2048954095071392,-0.002025288782238566
51,0.51,39.34619501862383,0.9997015278077092,-0.2415712271761304,-0.2395476529524783,-0.002023574223652125
52,0.52,39.34641850625591,0.9997072061440039,-0.2759154409238531,-0.2738973054623857,-0.002018135461467452
53,0.53,39.34666806261625,0.9997135468301765,-0.3098851557102765,-0.3079009773673879,-0.00198417834288861
54,0.54,39.34694203817003,0.9997205079551231,-0.3434229371198009,-0.3415157160325376,-0.001907221087263267
55,0.55,39.34724051235968,0.9997280915373036,-0.3764870660993578,-0.3746990601141658,-0.00178800598519202
56,0.5600000000000001,39.34756254279107,0.9997362736325255,-0.4090497001740205,-0.4074090931960496,-0.001640606977970915
57,0.5700000000000001,39.3479053242748,0.9997449829670068,-0.4410893273078191,-0.4396044967372381,-0.001484830570581019
58,0.58,39.34826639575904,0.9997541570107554,-0.4725812869015265,-0.4712446022646564,-0.001336684636870089
59,0.59,39.34864500411064,0.9997637766282904,-0.5034909226005049,-0.5022894427445619,-0.001201479855942988
60,0.6,39.34904023653004,0.9997738186273534,-0.5337724591312606,-0.5326998030679546,-0.001072656063305977
61,0.61,39.34944898296122,0.9997842039881627,-0.5633737491071309,-0.562437269586178,-0.000936479520952882
62,0.62,39.34986763128917,0.9997948409347053,-0.5922441526443722,-0.591464278634131,-0.000779874010241266
63,0.63,39.350295005375,0.9998056995838414,-0.6203414609922497,-0.6197441639798038,-0.0005972970124459298
64,0.64,39.35073098691672,0.9998167769297739,-0.6476345784303491,-0.647241203140195,-0.0003933752901541521
65,0.65,39.35117282601996,0.9998280031036478,-0.6741011000007244,-0.673920662505108,-0.00018043749561647
66,0.66,39.3516161440254,0.9998392668532209,-0.6997215944742333,-0.699748841211827,2.724673759368912e-05
67,0.67,39.35205897043876,0.9998505181125048,-0.7244738847110067,-0.7246931137152506,0.0002192290042438705
68,0.68,39.35250092246644,0.9998617471555439,-0.7483301976136624,-0.7487219709997092,0.0003917733860467898
69,0.6900000000000001,39.35293930274347,0.9998728854481411,-0.7712581105099773,-0.7718050603804093,0.000546949870432023
70,0.7000000000000001,39.35337033042904,0.9998838369273271,-0.7932239628811828,-0.7939132238442281,0.000689260963045335
71,0.71,39.35379285167238,0.9998945722762548,-0.8141961573133929,-0.8150185348814262,0.0008223775680332723
72,0.72,39.3542062115578,0.999905074854936,-0.8341462098626935,-0.8350943337617558,0.000948123899062292
73,0.73,39.35460654254975,0.9999152463976756,-0.8530471676152448,-0.8541152612104003,0.001068093595155473
74,0.74,39.35499007580448,0.9999249911463239,-0.8708709396843328,-0.8720572904412131,0.001186350756880228
75,0.75,39.35535728133895,0.9999343210429926,-0.8875869503949927,-0.8888977575067851,0.001310807111792434
76,0.76,39.35570855479773,0.9999432461401526,-0.9031637495399943,-0.9046153899270079,0.001451640387013509
77,0.77,39.35603939864542,0.9999516521651787,-0.9175732550669493,-0.9191903335599675,0.001617078493018176
78,0.78,39.35634535612856,0.9999594258816255,-0.930795371956518,-0.9326041776812283,0.001808805724710316
79,0.79,39.35662759020037,0.9999665968376138,-0.9428200783423094,-0.9448399782398242,0.002019899897514832
80,0.8,39.35688783149046,0.9999732090046908,-0.953645216980178,-0.9558822792615844,0.00223706228140641
81,0.8100000000000001,39.35712220267806,0.9999791638685398,-0.9632706163910326,-0.9657171323727538,0.002446515981721187
82,0.8200000000000001,39.3573260248832,0.9999843425489633,-0.9716914354331562,-0.9743321144192498,0.002640678986093659
83,0.8300000000000001,39.35750046028244,0.9999887745743482,-0.9788943998868762,-0.981716343159297,0.002821943272420802
84,0.84,39.35764837491639,0.999992532764574,-0.9848592994069114,-0.9878604910096176,0.003001191602706177
85,0.85,39.35776749300766,0.9999955592970704,-0.9895653393032813,-0.9927567968278147,0.003191457524533425
86,0.86,39.35785351964874,0.9999977450475472,-0.9929991871256134,-0.9963990757160632,0.003399888590449818
87,0.87,39.3579067872467,0.9999990984617474,-0.9951603848418182,-0.9987827268337276,0.003622341991909361
88,0.88,39.35793026037304,0.9999996948630069,-0.9960609602525395,-0.9999047392090343,0.003843778956494792
89,0.89,39.35792353975379,0.9999995241066396,-0.9957190376980465,-0.9997636955424606,0.004044657844414101
90,0.9,39.35788402794699,0.9999985201972753,-0.9941494656544675,-0.9983597739970337,0.004210308342566194
91,0.91,39.35781213864296,0.9999966936458887,-0.9913562041149195,-0.9956947479732793,0.004338543858359745
92,0.92,39.35771048308001,0.9999941107983848,-0.9873304715846308,-0.9917719838691043,0.004441512284473426
93,0.93,39.35757915034566,0.9999907739182844,-0.9820557812167552,-0.9865964368274421,0.00454065561068695
94,0.9400000000000001,39.357416492887,0.9999866411448397,-0.975517488298145,-0.9801746444770335,0.004657156178888511
95,0.9500000000000001,39.35722391560135,0.9999817481734457,-0.9677121682957621,-0.9725147186742482,0.004802550378486092
96,0.96,39.35700513712891,0.9999761894866895,-0.9586522484820036,-0.9636263352563798,0.004974086774376163
97,0.97,39.35676083371475,0.9999699822664929,-0.9483637510095394,-0.9535207218193561,0.005156970809816697
98,0.98,39.35648903535058,0.9999630764592151,-0.9368784736900656,-0.9422106435353064,0.005332169845240764
99,0.99,39.35619120272371,0.9999555091777544,-0.924224628926677,-0.9297103870278964,0.005485758101219429
100,1,39.35587238958671,0.9999474088270089,-0.9104205313593782,-0.9160357423258035,0.005615210966425366
