step,time,energy,energy_ratio,probe_u,exact_probe_u,probe_error
0,0,39.3579422699372,1,0.9963155957982315,1,-0.003684404201768521
1,0.05,39.35794226993718,0.9999999999999994,0.9806578296648016,0.9842501504412087,-0.003592320776407032
2,0.1,39.35794226993716,0.9999999999999991,0.9341766757987799,0.9374967172870838,-0.003320041488303893
3,0.15,39.35794226993719,0.9999999999999998,0.85833309895654,0.8612124196146943,-0.002879320658154327
4,0.2,39.3579422699372,1,0.7555109632598542,0.7578001898481167,-0.002289226588262472
5,0.25,39.35794226993717,0.9999999999999992,0.6289420981671944,0.6305174821100763,-0.001575383942881925
6,0.3,39.35794226993718,0.9999999999999997,0.4826046681076963,0.4833736633971927,-0.0007689952894964214
7,0.35,39.3579422699372,1,0.3210978049831637,0.3210037197259339,9.408525722981453e-05
8,0.4,39.35794226993716,0.9999999999999991,0.1494955554574684,0.1485222554676833,0.0009732999897850425
9,0.45,39.35794226993719,0.9999999999999998,-0.02681606457771952,-0.02863761515006398,0.001821550572344458
10,0.5,39.35794226993721,1,-0.2023080472423406,-0.2048954095071392,0.002587362264798554
11,0.55,39.35794226993719,0.9999999999999998,-0.3714640568993676,-0.3746990601141658,0.003235003214798138
12,0.6000000000000001,39.35794226993721,1,-0.5289312356708475,-0.5326998030679549,0.003768567397107403
13,0.65,39.35794226993722,1,-0.6697117030446357,-0.673920662505108,0.004208959460472284
14,0.7000000000000001,39.35794226993719,0.9999999999999998,-0.7893724099363713,-0.7939132238442281,0.004540813907856878
15,0.75,39.3579422699372,1,-0.8841894847165002,-0.8888977575067851,0.004708272790284962
16,0.8,39.3579422699372,1,-0.9512531739671507,-0.9558822792615844,0.004629105294433722
17,0.8500000000000001,39.3579422699372,1,-0.9885477219361561,-0.9927567968278147,0.00420907489165856
18,0.9,39.3579422699372,1,-0.9948846294073362,-0.9983597739970337,0.003475144589697443
19,0.9500000000000001,39.35794226993718,0.9999999999999997,-0.9698533912065522,-0.9725147186742482,0.002661327467695984
20,1,39.35794226993721,1,-0.914130620211463,-0.9160357423258035,0.001905122114340574
21,1.05,39.35794226993718,0.9999999999999997,-0.829734036609116,-0.8307019157131444,0.0009678791040284018
22,1.1,39.35794226993718,0.9999999999999997,-0.7195367558539594,-0.7192012286991216,-0.0003355271548377559
23,1.15,39.35794226993718,0.9999999999999997,-0.5867058524724516,-0.5850459193760805,-0.001659933096371025
24,1.2,39.35794226993714,0.9999999999999986,-0.4351130146916415,-0.4324618396227241,-0.002651175068917433
25,1.25,39.35794226993715,0.9999999999999989,-0.2697844442081531,-0.2662553420414157,-0.003529102166737463
26,1.3,39.35794226993715,0.9999999999999989,-0.09618557145096575,-0.0916618812973527,-0.00452369015361305
27,1.35,39.3579422699371,0.9999999999999974,0.08039309942880567,0.08581890112812844,-0.005425801699322774
28,1.4,39.35794226993712,0.999999999999998,0.2544791164029449,0.2605964139894711,-0.006117297586526182
29,1.45,39.35794226993713,0.9999999999999983,0.4205558506591818,0.4271652182190253,-0.006609367559843482
30,1.5,39.35794226993711,0.9999999999999978,0.5735464108355889,0.5802784466011828,-0.006732035765593891
31,1.55,39.35794226993714,0.9999999999999986,0.7085025819196056,0.7151130785109848,-0.006610496591379245
